hour,dispatch_date,lat,lng,crime
23.0,2024-04-21,39.95405992,-75.18978011,Motor Vehicle Theft
11.0,2024-04-21,39.95254085,-75.15407691,Motor Vehicle Theft
7.0,2024-04-26,40.06768118,-75.00956087,Motor Vehicle Theft
10.0,2024-05-08,40.04431121,-75.01017033,Motor Vehicle Theft
8.0,2024-04-13,40.04277739,-75.08387125,Motor Vehicle Theft
0.0,2024-04-14,39.92013166,-75.1774567,Motor Vehicle Theft
13.0,2024-05-17,40.04263047,-75.01212736,Theft from Vehicle
4.0,2024-03-31,40.02490613,-75.07906112,Thefts
6.0,2024-04-29,39.95504165,-75.16813282,Motor Vehicle Theft
2.0,2024-04-25,40.02713074,-75.04256957,Motor Vehicle Theft
20.0,2024-04-12,39.92758728,-75.18773404,Motor Vehicle Theft
19.0,2024-05-12,39.95326493,-75.16039071,Thefts
22.0,2024-05-10,39.9288734,-75.14670656,Theft from Vehicle
16.0,2024-05-13,40.01373557,-75.14729155,Thefts
18.0,2024-04-15,40.0018973,-75.13241814,Motor Vehicle Theft
16.0,2024-04-10,40.01716184,-75.11603514,Motor Vehicle Theft
18.0,2024-04-09,40.01979159,-75.1369072,Motor Vehicle Theft
0.0,2024-04-16,39.9858445,-75.12178975,Motor Vehicle Theft
12.0,2024-04-04,39.93357146,-75.16968803,Motor Vehicle Theft
17.0,2024-03-29,39.92271163,-75.16801872,Motor Vehicle Theft
3.0,2024-04-09,39.88759264,-75.22732923,Motor Vehicle Theft
21.0,2024-03-25,40.03814951,-75.03267995,Motor Vehicle Theft
16.0,2024-04-15,39.92606316,-75.18431767,Motor Vehicle Theft
23.0,2024-05-11,40.02120392,-75.20622781,Aggravated Assault Firearm
14.0,2024-05-01,40.04037619,-75.14376969,Aggravated Assault No Firearm
20.0,2024-05-05,40.08712918,-74.96519829,Aggravated Assault No Firearm
1.0,2024-03-25,40.01532562,-75.1403661,Motor Vehicle Theft
15.0,2024-05-17,39.98542424,-75.11239813,Motor Vehicle Theft
19.0,2024-05-08,39.98065064,-75.22348577,Motor Vehicle Theft
19.0,2024-04-28,39.95449331,-75.23813303,Motor Vehicle Theft
15.0,2024-04-22,39.91657876,-75.16222498,Motor Vehicle Theft
8.0,2024-05-03,39.92303213,-75.18346548,Motor Vehicle Theft
4.0,2024-04-10,40.06204719,-75.07147417,Motor Vehicle Theft
5.0,2024-05-14,40.02836943,-75.10962955,Thefts
12.0,2024-05-20,39.97653367,-75.1851215,Theft from Vehicle
22.0,2024-05-06,39.9995485,-75.12453313,Robbery Firearm
15.0,2024-05-19,40.02149961,-75.13345593,Thefts
10.0,2024-05-13,39.98511319,-75.13137514,Motor Vehicle Theft
19.0,2024-05-12,39.96736364,-75.21097305,Motor Vehicle Theft
8.0,2024-05-17,39.92169384,-75.23320321,Motor Vehicle Theft
20.0,2024-04-18,40.07672194,-75.03370665,Motor Vehicle Theft
11.0,2024-04-12,40.04357088,-75.06524842,Motor Vehicle Theft
20.0,2024-05-10,40.05262714,-75.1577308,Robbery No Firearm
1.0,2024-05-19,39.98714072,-75.23936992,Theft from Vehicle
21.0,2024-05-20,39.9748377,-75.17213398,Theft from Vehicle
10.0,2024-05-08,40.00161523,-75.15298339,Thefts
8.0,2024-05-09,39.98797616,-75.13583479,Motor Vehicle Theft
21.0,2024-05-15,,,Motor Vehicle Theft
20.0,2024-05-17,,,Motor Vehicle Theft
11.0,2024-03-27,39.94313124,-75.18256868,Motor Vehicle Theft
13.0,2024-05-15,39.97308526,-75.22704682,Motor Vehicle Theft
0.0,2024-03-30,40.0320338,-75.02841587,Motor Vehicle Theft
8.0,2024-05-12,40.03632701,-75.21202003,Motor Vehicle Theft
5.0,2024-04-25,40.02306925,-75.05873338,Motor Vehicle Theft
12.0,2024-04-08,40.07101705,-75.17226546,Motor Vehicle Theft
8.0,2024-05-12,40.02972052,-75.21787866,Motor Vehicle Theft
16.0,2024-04-30,40.03447031,-75.16838483,Theft from Vehicle
9.0,2024-05-13,39.94450286,-75.1504301,Thefts
9.0,2024-04-25,40.02707652,-75.0633088,Thefts
3.0,2024-04-14,39.98854698,-75.10631627,Motor Vehicle Theft
14.0,2024-05-16,39.9730066,-75.24521569,Motor Vehicle Theft
15.0,2024-04-11,39.9722268,-75.2305103,Motor Vehicle Theft
11.0,2024-03-17,39.96975123,-75.23085415,Motor Vehicle Theft
9.0,2024-05-14,39.971898,-75.16560669,Motor Vehicle Theft
14.0,2024-04-27,39.99508228,-75.14247307,Thefts
11.0,2024-05-15,40.05270175,-75.08208573,Theft from Vehicle
13.0,2024-04-08,39.99916971,-75.10963284,Motor Vehicle Theft
11.0,2024-04-10,39.99019205,-75.15913191,Motor Vehicle Theft
11.0,2024-04-04,40.0809806,-75.0764466,Motor Vehicle Theft
14.0,2024-05-15,39.96211482,-75.1544412,Motor Vehicle Theft
18.0,2024-05-17,39.91927448,-75.23038569,Motor Vehicle Theft
11.0,2024-05-15,40.05237003,-75.07492387,Theft from Vehicle
17.0,2024-05-15,40.05466066,-75.05469648,Thefts
20.0,2024-05-16,,,Motor Vehicle Theft
18.0,2024-04-29,39.94260287,-75.15395947,Motor Vehicle Theft
9.0,2024-04-20,40.07254243,-75.02979649,Motor Vehicle Theft
7.0,2024-05-16,40.01598078,-75.05564366,Theft from Vehicle
16.0,2024-05-05,40.05292921,-75.17650605,Thefts
14.0,2024-05-04,40.02398807,-75.08729578,Theft from Vehicle
16.0,2024-05-09,39.93979766,-75.15832704,Thefts
16.0,2024-05-14,39.92357745,-75.15323434,Thefts
15.0,2024-04-18,40.01223821,-75.06693892,Thefts
0.0,2024-05-17,39.98820406,-75.12890151,Robbery No Firearm
9.0,2024-04-14,39.94539279,-75.21535716,Motor Vehicle Theft
7.0,2024-05-09,,,Motor Vehicle Theft
0.0,2024-04-03,40.06146186,-74.98267325,Motor Vehicle Theft
8.0,2024-04-26,40.02546838,-75.04330307,Fraud
19.0,2024-05-20,39.93219901,-75.1529183,Other Assaults
2.0,2024-05-11,39.92270451,-75.23840062,DRIVING UNDER THE INFLUENCE
5.0,2024-05-13,40.02125971,-75.08054032,Other Assaults
19.0,2024-05-15,40.01136769,-75.13797198,All Other Offenses
16.0,2024-05-15,39.97831426,-75.25253771,Other Assaults
21.0,2024-05-15,40.03204955,-75.11763156,Other Assaults
3.0,2024-05-07,39.96322296,-75.19749921,All Other Offenses
9.0,2024-05-15,39.98896724,-75.11596404,Other Assaults
11.0,2024-05-20,39.98890472,-75.17971172,Other Assaults
17.0,2024-05-12,39.99442857,-75.18567493,All Other Offenses
16.0,2024-04-28,39.98286499,-75.13284484,Vandalism/Criminal Mischief
17.0,2024-05-20,39.9263023,-75.17023371,Other Sex Offenses (Not Commercialized)
12.0,2024-05-18,39.95619932,-75.14496879,Vandalism/Criminal Mischief
12.0,2024-04-09,39.98125764,-75.16881784,All Other Offenses
1.0,2024-05-17,39.98379892,-75.17433295,Other Assaults
18.0,2024-05-14,39.98572436,-75.11390072,Other Assaults
6.0,2024-04-29,39.94762056,-75.16666133,Vandalism/Criminal Mischief
22.0,2024-05-18,39.94030964,-75.22871369,All Other Offenses
12.0,2024-05-20,39.96525266,-75.21902774,Fraud
11.0,2024-05-11,39.97399531,-75.23598866,Other Assaults
14.0,2024-05-18,40.00715998,-75.15010992,Other Assaults
2.0,2024-05-12,40.01403076,-75.15812022,Weapon Violations
9.0,2024-05-18,40.05290836,-75.15114894,Vandalism/Criminal Mischief
16.0,2024-05-07,40.04976444,-75.15198672,Other Assaults
10.0,2024-05-05,39.97583863,-75.14976509,Other Assaults
2.0,2024-05-05,39.99955544,-75.12031781,Other Assaults
12.0,2024-05-19,39.96638168,-75.22910709,Other Assaults
17.0,2024-05-15,40.0522798,-75.09070644,Other Assaults
10.0,2024-05-08,40.0096704,-75.15150148,Fraud
16.0,2024-05-14,39.99523613,-75.14536593,Vandalism/Criminal Mischief
19.0,2024-05-14,40.04436424,-75.12144108,Other Assaults
17.0,2024-05-14,40.05228489,-75.17548886,All Other Offenses
11.0,2024-05-16,40.09572692,-74.97737659,Other Assaults
9.0,2024-05-17,40.02272638,-75.16332617,Vandalism/Criminal Mischief
7.0,2024-05-14,39.98664072,-75.1581239,Other Assaults
21.0,2024-05-20,39.9682316,-75.20724801,Other Assaults
12.0,2024-05-20,39.95902749,-75.15971221,Other Assaults
4.0,2024-05-13,40.01370622,-75.13756659,Vandalism/Criminal Mischief
17.0,2024-05-11,39.91547849,-75.16156759,Other Assaults
9.0,2024-05-17,39.98442589,-75.18076615,Other Assaults
11.0,2024-05-04,39.97800874,-75.18602059,Other Assaults
9.0,2024-05-16,40.04719892,-75.17683987,Other Assaults
18.0,2024-05-12,39.98257291,-75.1338035,Other Assaults
14.0,2024-05-15,39.96212462,-75.22201865,Other Assaults
23.0,2024-05-13,39.96245394,-75.22614867,Other Assaults
8.0,2024-05-15,39.99603415,-75.11377649,Narcotic / Drug Law Violations
12.0,2024-04-16,39.99285815,-75.11234991,Narcotic / Drug Law Violations
18.0,2024-04-14,39.99437213,-75.18103068,Other Assaults
8.0,2024-05-16,40.00682096,-75.17538422,Fraud
15.0,2024-05-11,39.92555982,-75.23340401,Other Assaults
13.0,2024-05-02,39.91753371,-75.23834099,Weapon Violations
2.0,2024-05-06,40.03907544,-75.1448134,All Other Offenses
13.0,2024-05-12,40.05824955,-75.15963195,Other Assaults
17.0,2024-05-09,39.96111137,-75.24200146,Other Assaults
21.0,2024-05-13,40.07377515,-74.98991733,Vandalism/Criminal Mischief
20.0,2024-05-13,40.03404352,-75.04342529,Other Assaults
13.0,2024-04-20,40.08758677,-74.96195028,Vandalism/Criminal Mischief
11.0,2024-05-14,40.0379643,-75.11858946,Other Assaults
11.0,2024-05-17,39.96670793,-75.21110118,Other Assaults
7.0,2024-05-20,39.97294014,-75.16804627,Other Assaults
2.0,2024-05-18,40.03127284,-75.12820098,Vandalism/Criminal Mischief
18.0,2024-05-16,40.04066775,-75.17451564,All Other Offenses
21.0,2024-05-14,39.92627584,-75.23388298,Other Assaults
14.0,2024-05-20,40.011333,-75.09759563,All Other Offenses
15.0,2024-05-18,40.0578205,-75.14304957,All Other Offenses
19.0,2024-05-14,40.04480448,-75.17733416,Other Assaults
19.0,2024-05-18,39.99035175,-75.11852403,Weapon Violations
15.0,2024-05-17,39.92636367,-75.18417348,Vandalism/Criminal Mischief
11.0,2024-05-16,39.99955734,-75.12843135,All Other Offenses
11.0,2024-05-07,40.05285398,-75.13243503,All Other Offenses
13.0,2024-04-28,39.99334628,-75.15205173,All Other Offenses
10.0,2024-05-16,39.95373611,-75.2343146,All Other Offenses
19.0,2024-05-15,40.00462344,-75.18553156,Other Assaults
13.0,2024-05-15,39.97252107,-75.1813221,Fraud
23.0,2024-04-12,40.06653446,-75.00766954,Vandalism/Criminal Mischief
16.0,2024-05-13,40.00604265,-75.09630409,All Other Offenses
12.0,2024-05-20,39.93436445,-75.21436501,All Other Offenses
20.0,2024-05-10,39.94381063,-75.23782443,All Other Offenses
11.0,2024-05-12,39.96134029,-75.24363986,Other Assaults
9.0,2024-05-18,39.99024653,-75.12401066,All Other Offenses
15.0,2024-05-19,40.04317943,-75.08459392,All Other Offenses
12.0,2024-05-20,40.00434549,-75.10654757,Other Assaults
17.0,2024-05-15,40.04554177,-75.17153154,Fraud
19.0,2024-05-14,40.01676816,-75.08264573,All Other Offenses
18.0,2024-04-30,39.96880821,-75.16658242,All Other Offenses
17.0,2024-05-19,39.98212355,-75.12669362,All Other Offenses
15.0,2024-04-30,40.0149218,-75.13126275,Vandalism/Criminal Mischief
19.0,2024-04-08,39.99369235,-75.18380842,Vandalism/Criminal Mischief
19.0,2024-05-18,39.98881534,-75.16245853,Weapon Violations
1.0,2024-05-17,39.98823737,-75.1837962,Other Assaults
11.0,2024-05-02,39.96377059,-75.24243842,Vandalism/Criminal Mischief
2.0,2024-05-19,39.93019104,-75.18550412,All Other Offenses
12.0,2024-05-14,39.92437326,-75.16962817,Narcotic / Drug Law Violations
14.0,2024-05-10,40.0060838,-75.14575803,Theft from Vehicle
10.0,2024-05-02,39.96408285,-75.24571405,Robbery No Firearm
1.0,2024-05-19,39.96653745,-75.2327558,Other Assaults
2.0,2024-05-19,39.96653745,-75.2327558,All Other Offenses
18.0,2024-04-16,39.99499724,-75.13690363,Aggravated Assault Firearm
14.0,2024-05-06,40.03665966,-75.04216791,Theft from Vehicle
19.0,2024-05-18,39.93799162,-75.16762896,Thefts
5.0,2024-05-15,39.9828643,-75.14372905,Theft from Vehicle
21.0,2024-04-17,40.01281012,-75.07184553,Weapon Violations
14.0,2024-05-17,39.92158625,-75.22802079,Burglary Residential
16.0,2024-05-18,39.94724908,-75.22167677,Burglary Residential
11.0,2024-05-18,39.92682071,-75.24220415,Thefts
19.0,2024-04-28,40.04302194,-75.12827544,Thefts
13.0,2024-05-17,39.96527586,-75.23496568,Thefts
14.0,2024-05-19,40.05090697,-75.07777957,Thefts
15.0,2024-05-08,40.00443822,-75.17713458,Other Assaults
1.0,2024-05-18,40.01312567,-75.05673156,Aggravated Assault Firearm
19.0,2024-04-30,39.94705932,-75.2441841,Robbery Firearm
13.0,2024-05-19,39.98014476,-75.10888718,Thefts
13.0,2024-04-26,39.95927475,-75.21895202,Thefts
4.0,2024-05-18,40.00463541,-75.09894677,All Other Offenses
16.0,2024-05-05,39.99146781,-75.12252164,All Other Offenses
9.0,2024-05-08,39.95742511,-75.16505381,All Other Offenses
20.0,2024-05-13,39.93624961,-75.22155367,Narcotic / Drug Law Violations
16.0,2024-05-14,40.0422737,-75.1281333,Aggravated Assault No Firearm
7.0,2024-05-09,39.97023819,-75.13406834,Theft from Vehicle
1.0,2024-05-09,,,Other Assaults
16.0,2024-05-16,,,Other Assaults
19.0,2024-05-19,40.13237139,-75.00792776,Other Assaults
1.0,2024-05-12,40.00919542,-75.15306614,Other Assaults
22.0,2024-05-11,40.07384134,-74.98601535,All Other Offenses
17.0,2024-05-16,39.96141243,-75.19771159,Robbery Firearm
15.0,2024-05-16,39.99988362,-75.12904022,Burglary Non-Residential
19.0,2024-05-15,40.0350575,-75.17422758,All Other Offenses
13.0,2024-05-08,39.94977446,-75.158709,Other Assaults
9.0,2024-05-06,40.06576986,-75.05092976,Theft from Vehicle
13.0,2024-05-13,40.05511124,-75.09029738,Thefts
17.0,2024-05-16,40.02499013,-75.06405667,Thefts
18.0,2024-05-15,39.99498798,-75.15694603,Robbery Firearm
12.0,2024-05-15,40.03883475,-75.07842897,Aggravated Assault No Firearm
9.0,2024-05-19,,,Vandalism/Criminal Mischief
19.0,2024-05-08,,,Weapon Violations
22.0,2024-05-19,,,Other Sex Offenses (Not Commercialized)
7.0,2024-05-14,39.97892083,-75.13473004,Other Assaults
13.0,2024-04-22,40.07032851,-75.05058798,Fraud
19.0,2024-05-18,39.99962006,-75.13470789,Burglary Non-Residential
16.0,2024-05-17,39.98787681,-75.1245006,Theft from Vehicle
1.0,2024-05-18,39.95269198,-75.19163956,Aggravated Assault Firearm
17.0,2024-05-15,,,All Other Offenses
17.0,2024-05-19,,,All Other Offenses
10.0,2024-05-04,39.99799918,-75.11271693,Thefts
15.0,2024-05-17,40.02842061,-75.17945055,Thefts
13.0,2024-05-15,39.96388027,-75.16195896,Other Assaults
22.0,2024-05-17,40.00191915,-75.10392311,DRIVING UNDER THE INFLUENCE
9.0,2024-05-16,39.97533148,-75.24554129,Other Assaults
14.0,2024-05-15,40.03714697,-75.12554062,Thefts
22.0,2024-05-08,40.05498995,-75.06834091,Burglary Residential
16.0,2024-05-04,40.01052046,-75.16055803,Burglary Residential
1.0,2024-05-17,40.01794094,-75.08637658,Other Assaults
0.0,2024-05-17,39.95850838,-75.19923492,Vandalism/Criminal Mischief
12.0,2024-04-26,39.93649534,-75.22464215,Other Assaults
1.0,2024-04-30,40.03403715,-75.18653019,All Other Offenses
13.0,2024-05-15,40.02173109,-75.07628708,Aggravated Assault No Firearm
21.0,2024-05-17,39.99687149,-75.11303272,Narcotic / Drug Law Violations
12.0,2024-05-13,40.03907404,-75.14468685,All Other Offenses
12.0,2024-05-10,40.00343353,-75.13192806,All Other Offenses
5.0,2024-05-11,40.00341125,-75.17643862,Other Assaults
20.0,2024-05-11,39.92649085,-75.19359611,Aggravated Assault No Firearm
14.0,2024-05-14,39.97218921,-75.2480623,Thefts
12.0,2024-05-18,40.08307185,-75.17630899,Theft from Vehicle
16.0,2024-05-15,39.92610252,-75.23412897,Other Assaults
18.0,2024-05-13,39.97538508,-75.23449822,Narcotic / Drug Law Violations
14.0,2024-04-25,40.10075208,-75.0080688,Thefts
10.0,2024-05-18,40.09049685,-74.96743587,Thefts
1.0,2024-05-19,39.97999415,-75.16629823,Thefts
10.0,2024-05-08,39.93990844,-75.17655003,Thefts
13.0,2024-05-15,40.01075154,-75.16339087,Thefts
15.0,2024-05-19,40.02130959,-75.12426082,Other Assaults
16.0,2024-05-14,39.997057,-75.18035994,Receiving Stolen Property
23.0,2024-05-19,39.99493496,-75.12703296,Aggravated Assault No Firearm
12.0,2024-05-14,39.99372876,-75.17956028,Burglary Residential
17.0,2024-04-24,39.9766517,-75.18032796,Thefts
19.0,2024-05-15,39.9933138,-75.1443254,Vandalism/Criminal Mischief
12.0,2024-05-19,39.91609229,-75.16771756,Other Assaults
0.0,2024-05-18,39.94796487,-75.16627688,Thefts
19.0,2024-05-16,40.00780959,-75.17293877,Thefts
17.0,2024-05-08,39.95675137,-75.20794146,Thefts
8.0,2024-05-13,39.95001362,-75.19409241,Thefts
5.0,2024-05-13,39.99424348,-75.10735662,Theft from Vehicle
18.0,2024-05-13,39.92296347,-75.18535193,Aggravated Assault No Firearm
4.0,2024-05-11,39.89213892,-75.24058042,Aggravated Assault No Firearm
13.0,2024-04-15,39.90881051,-75.17417635,Thefts
10.0,2024-05-15,40.07487426,-75.08424788,Thefts
13.0,2024-05-16,40.026135,-75.22376375,Thefts
11.0,2024-04-30,39.95029214,-75.16709356,Thefts
17.0,2024-04-12,39.9497831,-75.17037316,Thefts
22.0,2024-04-03,39.93436628,-75.23096505,Aggravated Assault No Firearm
15.0,2024-05-16,,,Thefts
7.0,2024-05-16,,,Theft from Vehicle
17.0,2024-04-07,,,Theft from Vehicle
9.0,2024-04-29,39.997001,-75.11541389,Robbery Firearm
19.0,2024-05-14,39.9473725,-75.22887827,Thefts
20.0,2024-04-19,39.95401276,-75.16415047,Rape
17.0,2024-05-14,40.01881619,-75.07762431,Thefts
18.0,2024-05-16,39.9637181,-75.22812209,Thefts
9.0,2024-03-25,40.03006942,-75.05602341,Thefts
10.0,2024-05-12,39.9736324,-75.23327448,Thefts
16.0,2024-04-28,40.02035562,-75.06648574,Thefts
13.0,2024-04-15,39.96471892,-75.20336454,Theft from Vehicle
20.0,2024-05-10,39.92671651,-75.23122597,Burglary Residential
22.0,2024-03-25,39.99088131,-75.15973721,Burglary Residential
11.0,2024-05-10,,,Thefts
17.0,2024-03-28,39.96424035,-75.17762157,Theft from Vehicle
15.0,2024-05-12,40.03307537,-75.08454832,Thefts
8.0,2024-05-14,39.96701237,-75.17624778,Thefts
17.0,2024-04-12,39.93941627,-75.1573691,Thefts
16.0,2024-05-07,39.93941627,-75.1573691,Thefts
10.0,2024-05-09,40.03410584,-75.14513286,Thefts
10.0,2024-04-26,,,Thefts
14.0,2024-04-30,39.9473725,-75.22887827,Thefts
14.0,2024-05-08,40.04083662,-75.22368801,Thefts
12.0,2024-05-13,40.04083662,-75.22368801,Thefts
18.0,2024-05-15,39.93126184,-75.22550898,Thefts
16.0,2024-03-19,40.04557015,-75.087747,Thefts
13.0,2024-04-26,39.91933518,-75.21315464,Thefts
17.0,2024-03-24,40.06035247,-75.04489647,Thefts
17.0,2024-05-15,39.95351107,-75.2032069,Thefts
9.0,2024-04-11,40.02504039,-75.14286479,Theft from Vehicle
8.0,2024-05-16,40.0454849,-75.17636141,Burglary Non-Residential
10.0,2024-03-26,40.00211583,-75.14409509,Burglary Non-Residential
10.0,2024-05-15,39.99266901,-75.1531559,Thefts
6.0,2024-05-02,40.0471174,-75.03061171,Theft from Vehicle
19.0,2024-05-16,39.9686936,-75.13905486,Thefts
11.0,2024-05-12,39.95019573,-75.16258596,Thefts
20.0,2024-05-14,39.95195809,-75.15985779,Thefts
4.0,2024-04-18,40.04596426,-75.07259723,Burglary Residential
2.0,2024-05-02,39.95486285,-75.19618989,Thefts
23.0,2024-05-11,39.98810295,-75.15443202,Robbery Firearm
5.0,2024-05-12,40.03112863,-75.08988073,Burglary Non-Residential
19.0,2024-05-16,40.04519561,-75.12894452,Thefts
15.0,2024-05-10,40.04519561,-75.12894452,Robbery Firearm
9.0,2024-05-16,39.97045661,-75.18318115,Theft from Vehicle
22.0,2024-04-09,39.92304355,-75.16299906,Robbery No Firearm
12.0,2024-04-14,39.96834748,-75.15200815,Theft from Vehicle
11.0,2024-05-09,39.9771602,-75.22704468,Thefts
11.0,2024-05-12,39.93364905,-75.16186593,Thefts
21.0,2024-05-07,40.03238144,-75.07221686,Aggravated Assault Firearm
16.0,2024-05-14,40.04770749,-75.05686078,Thefts
14.0,2024-04-29,39.96094616,-75.17064808,Thefts
13.0,2024-03-27,39.924391,-75.1461529,Thefts
11.0,2024-05-12,39.924391,-75.1461529,Thefts
6.0,2024-05-01,39.99308699,-75.11329396,Theft from Vehicle
10.0,2024-05-15,39.91868934,-75.18609102,Thefts
16.0,2024-04-20,39.93311632,-75.22313863,Thefts
9.0,2024-05-16,40.02987947,-75.15807319,Thefts
19.0,2024-03-26,39.976449,-75.15744268,Thefts
15.0,2024-04-07,40.06887721,-75.00526023,Thefts
10.0,2024-04-22,39.95317518,-75.19736569,Thefts
12.0,2024-05-15,39.9538635,-75.1972017,Thefts
10.0,2024-04-15,39.91295998,-75.14951312,Thefts
16.0,2024-05-12,39.95371582,-75.19300288,Thefts
8.0,2024-05-03,40.02493163,-75.21674836,Theft from Vehicle
16.0,2024-05-09,40.04373728,-75.07544669,Robbery No Firearm
2.0,2024-05-04,40.04559649,-75.1444341,Aggravated Assault Firearm
12.0,2024-05-07,39.95841709,-75.23570132,Thefts
4.0,2024-05-10,39.9786612,-75.23298274,Burglary Residential
17.0,2024-04-26,39.90371835,-75.23907265,Thefts
13.0,2024-05-16,39.90371835,-75.23907265,Thefts
13.0,2024-05-15,39.99649622,-75.11537752,Robbery No Firearm
13.0,2024-05-13,40.00435408,-75.21819806,Aggravated Assault No Firearm
0.0,2024-05-14,40.00207459,-75.11856368,Aggravated Assault No Firearm
17.0,2024-04-10,40.06165326,-75.05670987,Thefts
18.0,2024-05-14,40.01282383,-75.19301109,Thefts
11.0,2024-05-14,39.95913022,-75.21313317,Thefts
17.0,2024-04-11,40.05954627,-75.16607141,Aggravated Assault Firearm
11.0,2024-04-05,39.95214761,-75.16141809,Burglary Residential
2.0,2024-05-08,39.96415074,-75.13233432,Thefts
20.0,2024-05-07,40.03731301,-75.04047182,Thefts
17.0,2024-05-08,40.09292805,-75.01743102,Thefts
5.0,2024-05-05,40.04012478,-75.09112164,Thefts
11.0,2024-04-25,39.9992514,-75.21039816,Thefts
9.0,2024-05-11,39.94383713,-75.16671201,Aggravated Assault No Firearm
18.0,2024-05-15,40.00541707,-75.09825966,Thefts
16.0,2024-04-28,39.97632177,-75.11976734,Thefts
16.0,2024-05-07,40.01223821,-75.06693892,Thefts
13.0,2024-05-06,40.01223821,-75.06693892,Thefts
22.0,2024-05-04,40.01223821,-75.06693892,Thefts
17.0,2024-05-15,40.06447322,-75.08404921,Thefts
18.0,2024-04-23,40.04770749,-75.05686078,Thefts
22.0,2024-04-13,40.03940218,-75.0328562,Thefts
17.0,2024-04-02,39.98073057,-75.14373461,Thefts
19.0,2024-04-23,39.95396645,-75.19803103,Robbery No Firearm
20.0,2024-05-09,40.03006645,-75.14567793,Thefts
10.0,2024-05-16,39.96008806,-75.23448875,Thefts
16.0,2024-05-16,39.94800734,-75.22550435,Thefts
13.0,2024-05-14,39.92382093,-75.14059052,Thefts
18.0,2024-04-23,40.03558068,-75.10740858,Thefts
8.0,2024-05-15,39.98093801,-75.13273825,Theft from Vehicle
17.0,2024-05-12,39.94786998,-75.22162953,Thefts
10.0,2024-05-05,39.97675117,-75.21261674,Theft from Vehicle
13.0,2024-04-07,39.99196474,-75.18935347,Theft from Vehicle
10.0,2024-04-11,40.04362222,-75.15751237,Aggravated Assault No Firearm
11.0,2024-03-31,40.00963469,-75.17580691,Thefts
10.0,2024-05-14,40.00963469,-75.17580691,Thefts
18.0,2024-05-03,39.97868367,-75.22409192,Thefts
12.0,2024-05-15,40.00608397,-75.2123169,Thefts
15.0,2024-05-07,40.05254891,-75.00530916,Thefts
13.0,2024-05-14,39.91949799,-75.2217039,Theft from Vehicle
16.0,2024-05-16,40.03877223,-75.14950265,Thefts
16.0,2024-05-15,40.01875279,-75.21361811,Aggravated Assault No Firearm
18.0,2024-04-06,40.02601063,-75.15952237,Aggravated Assault No Firearm
11.0,2024-05-13,39.94176035,-75.15060263,Thefts
13.0,2024-04-02,40.04382137,-75.0179367,Thefts
23.0,2024-04-28,40.00302219,-75.16643352,Thefts
13.0,2024-04-08,40.0036809,-75.16617542,Thefts
10.0,2024-05-15,40.04232244,-75.02669348,Aggravated Assault No Firearm
20.0,2024-05-10,40.0281196,-75.05803478,Thefts
19.0,2024-05-12,40.05254891,-75.00530916,Thefts
16.0,2024-05-14,40.05254891,-75.00530916,Aggravated Assault Firearm
13.0,2024-05-16,40.00273243,-75.15306651,Thefts
9.0,2024-05-15,40.01796623,-75.08279805,Theft from Vehicle
11.0,2024-05-13,39.99536197,-75.09226451,Thefts
17.0,2024-04-01,40.03462056,-75.17538648,Thefts
15.0,2024-03-27,39.92507319,-75.16907387,Thefts
11.0,2024-04-06,40.02146268,-75.06703498,Theft from Vehicle
12.0,2024-05-01,39.94931013,-75.1608131,Thefts
15.0,2024-04-11,40.02040927,-75.13222968,Theft from Vehicle
12.0,2024-05-06,39.95025565,-75.16686558,Thefts
10.0,2024-05-13,39.98366268,-75.10063502,Thefts
17.0,2024-05-13,39.97804405,-75.15736353,Thefts
11.0,2024-05-16,39.94794604,-75.17132169,Thefts
23.0,2024-05-15,39.98310214,-75.14566343,Burglary Non-Residential
17.0,2024-04-30,,,Burglary Residential
18.0,2024-05-11,,,Thefts
16.0,2024-05-13,,,Thefts
11.0,2024-05-16,,,Thefts
0.0,2024-05-05,40.03310738,-75.01840029,Aggravated Assault No Firearm
1.0,2024-05-04,39.96610905,-75.13441165,Theft from Vehicle
16.0,2024-05-10,40.02507458,-75.04682696,Thefts
15.0,2024-05-16,,,Other Assaults
22.0,2024-04-25,39.92333158,-75.18640677,All Other Offenses
19.0,2024-04-29,39.98771201,-75.12358521,Weapon Violations
23.0,2024-05-13,40.04213322,-75.18797441,Vandalism/Criminal Mischief
14.0,2024-03-25,40.00177834,-75.13990445,All Other Offenses
9.0,2024-05-15,39.97517245,-75.13527858,Burglary Non-Residential
12.0,2024-05-09,,,Vandalism/Criminal Mischief
17.0,2024-05-10,39.98217771,-75.16047878,Vandalism/Criminal Mischief
18.0,2024-04-03,40.03831616,-75.17711268,Offenses Against Family and Children
22.0,2024-05-14,40.00302219,-75.16643352,All Other Offenses
15.0,2024-05-12,39.95720759,-75.19190657,All Other Offenses
15.0,2024-04-26,40.08066361,-74.99800833,Other Assaults
18.0,2024-05-10,39.9517148,-75.15830739,All Other Offenses
8.0,2024-05-01,40.02162221,-75.08515942,Other Assaults
9.0,2024-05-06,40.02039737,-75.05571409,Theft from Vehicle
19.0,2024-05-11,39.97435429,-75.25074596,Thefts
11.0,2024-05-16,39.9478201,-75.23587631,Burglary Residential
1.0,2024-05-12,40.03783337,-75.17570845,Aggravated Assault No Firearm
