hour,dispatch_date,lat,lng,crime
0.0,2024-03-22,39.9747314,-75.23517324,Aggravated Assault No Firearm
18.0,2024-04-10,39.98156061,-75.13410534,Robbery No Firearm
8.0,2024-07-21,39.91771222,-75.18766742,Thefts
16.0,2024-03-30,39.95027826,-75.16971745,Thefts
9.0,2024-04-16,,,Theft from Vehicle
19.0,2024-08-19,39.96031539,-75.22517736,Robbery Firearm
11.0,2024-05-20,,,Thefts
19.0,2024-06-24,,,Thefts
9.0,2024-03-01,40.09639785,-75.02719403,Theft from Vehicle
20.0,2024-01-05,39.9312699,-75.22551077,Thefts
16.0,2024-07-25,,,Aggravated Assault Firearm
19.0,2024-01-02,39.95588566,-75.15984524,Theft from Vehicle
10.0,2024-02-01,40.07580613,-75.03314534,Thefts
8.0,2024-03-28,39.91340199,-75.22301014,Thefts
11.0,2024-03-06,39.95851644,-75.1992367,Thefts
14.0,2024-02-04,39.95851644,-75.1992367,Thefts
21.0,2024-04-21,,,Thefts
12.0,2024-01-18,39.99508956,-75.10888575,Thefts
16.0,2024-01-22,40.02391545,-75.09048194,Theft from Vehicle
11.0,2024-01-07,39.95262074,-75.23642513,Thefts
15.0,2024-03-20,39.91601279,-75.17356125,Thefts
13.0,2024-03-19,39.91880262,-75.14012538,Thefts
15.0,2024-04-08,39.93540979,-75.16674929,Theft from Vehicle
19.0,2024-07-26,,,Thefts
15.0,2024-04-16,40.05543182,-75.09076785,Thefts
9.0,2024-05-24,40.02088208,-75.13489474,Thefts
17.0,2024-02-06,39.9048293,-75.24303012,Thefts
9.0,2024-01-07,39.97436361,-75.19908742,Thefts
21.0,2024-06-01,40.09364739,-75.01673159,Thefts
16.0,2024-04-17,39.99055697,-75.10031774,Robbery No Firearm
18.0,2024-03-18,,,Thefts
16.0,2024-04-18,40.07077933,-75.03708601,Aggravated Assault No Firearm
17.0,2024-05-30,39.91254422,-75.15106109,Theft from Vehicle
12.0,2024-02-06,39.99974484,-75.11525405,Aggravated Assault No Firearm
11.0,2024-05-28,,,Thefts
14.0,2024-06-26,39.95996312,-75.22489601,Thefts
19.0,2024-01-31,40.04771558,-75.05686252,Thefts
19.0,2024-01-02,39.94971306,-75.14391718,Thefts
5.0,2024-04-01,39.95504165,-75.16813282,Thefts
12.0,2024-02-15,39.88390405,-75.23066879,Thefts
13.0,2024-02-02,40.10194958,-75.00957441,Thefts
18.0,2024-06-18,39.96231815,-75.13833871,Theft from Vehicle
20.0,2024-03-23,40.08274359,-74.96802798,Thefts
20.0,2024-04-20,39.94692408,-75.16676092,Thefts
8.0,2024-01-18,40.03301143,-75.08532514,Thefts
18.0,2024-02-26,,,Thefts
23.0,2024-03-29,39.91840889,-75.17999033,Thefts
17.0,2024-06-09,40.07526351,-75.03236516,Thefts
17.0,2024-01-31,39.92133775,-75.23999164,Theft from Vehicle
15.0,2024-07-17,40.03007751,-75.05602515,Thefts
11.0,2024-01-15,39.96701005,-75.16968373,Thefts
10.0,2024-03-06,39.92327508,-75.16264942,Robbery Firearm
3.0,2024-07-15,39.89213892,-75.24058042,Thefts
9.0,2024-07-11,40.03590128,-75.06289571,Thefts
11.0,2024-03-24,40.04122307,-75.16796724,Thefts
19.0,2024-04-15,39.99643223,-75.15606882,Thefts
20.0,2024-02-17,40.0495812,-75.18974236,Burglary Residential
17.0,2024-07-04,39.94692408,-75.16676092,Thefts
11.0,2024-08-11,40.02781861,-75.04698111,Theft from Vehicle
12.0,2024-05-11,,,Aggravated Assault Firearm
15.0,2024-08-07,40.03590937,-75.06289746,Thefts
21.0,2024-05-05,,,Aggravated Assault No Firearm
15.0,2024-04-11,,,Aggravated Assault No Firearm
0.0,2024-05-11,,,Aggravated Assault No Firearm
8.0,2024-05-21,39.95393676,-75.22108744,Aggravated Assault No Firearm
17.0,2024-06-17,39.95393676,-75.22108744,Theft from Vehicle
7.0,2024-04-24,,,Theft from Vehicle
18.0,2024-04-28,39.95338252,-75.21838349,Thefts
17.0,2024-07-07,39.98429532,-75.15840104,Theft from Vehicle
9.0,2024-02-13,39.96702044,-75.17624955,Thefts
23.0,2024-02-21,39.9858413,-75.15560059,Thefts
16.0,2024-01-17,39.94972524,-75.15793878,Theft from Vehicle
11.0,2024-06-10,,,Thefts
2.0,2024-01-31,39.99913076,-75.09015224,Aggravated Assault No Firearm
1.0,2024-03-23,39.91127334,-75.2428337,Robbery Firearm
12.0,2024-01-05,40.04557824,-75.08774875,Thefts
13.0,2024-01-21,40.03007751,-75.05602515,Thefts
16.0,2024-06-09,39.90371835,-75.23907265,Thefts
7.0,2024-01-23,40.03007751,-75.05602515,Thefts
16.0,2024-05-31,39.99643223,-75.15606882,Thefts
18.0,2024-01-12,39.95142831,-75.17337535,Thefts
15.0,2024-01-23,40.02542589,-75.16395179,Thefts
13.0,2024-04-17,39.96509101,-75.20546777,Aggravated Assault No Firearm
19.0,2024-07-18,39.93080285,-75.16126576,Thefts
17.0,2024-02-22,,,Theft from Vehicle
8.0,2024-02-20,,,Thefts
12.0,2024-05-16,,,Thefts
20.0,2024-03-21,,,Thefts
18.0,2024-05-17,,,Thefts
16.0,2024-01-02,,,Thefts
19.0,2024-02-24,,,Thefts
21.0,2024-03-21,39.95072674,-75.17576567,Thefts
23.0,2024-03-19,,,Thefts
1.0,2024-05-29,,,Thefts
11.0,2024-06-17,39.91864173,-75.1857876,Thefts
12.0,2024-07-12,,,Thefts
16.0,2024-02-18,39.96749415,-75.13695605,Theft from Vehicle
20.0,2024-01-07,39.96992942,-75.12677774,Theft from Vehicle
11.0,2024-06-01,39.94885577,-75.16232943,Theft from Vehicle
17.0,2024-03-23,40.03138473,-75.10401805,Theft from Vehicle
16.0,2024-01-03,40.04518975,-75.08642458,Thefts
13.0,2024-04-17,40.0013311,-75.22460624,Aggravated Assault No Firearm
19.0,2024-07-26,40.02812769,-75.05803652,Thefts
22.0,2024-07-20,40.0495613,-75.06414377,Robbery Firearm
18.0,2024-03-25,,,Aggravated Assault Firearm
0.0,2024-01-11,40.05556346,-75.04919886,Thefts
17.0,2024-02-01,40.05556346,-75.04919886,Thefts
14.0,2024-02-16,40.01231515,-75.06916478,Robbery Firearm
0.0,2024-01-04,39.9297615,-75.17362768,Robbery No Firearm
13.0,2024-01-24,39.99427176,-75.11205082,Burglary Non-Residential
19.0,2024-04-08,39.92543411,-75.18493256,Thefts
19.0,2024-03-26,40.01660203,-75.14998831,Thefts
2.0,2024-04-07,39.98073057,-75.14373461,Burglary Non-Residential
14.0,2024-04-07,40.02351635,-75.12601498,Thefts
12.0,2024-03-07,40.03301143,-75.08532514,Thefts
9.0,2024-06-28,39.91684031,-75.15173246,Theft from Vehicle
6.0,2024-04-18,,,Burglary Residential
9.0,2024-06-24,,,Thefts
18.0,2024-05-25,39.93553472,-75.22741474,Thefts
17.0,2024-02-18,40.01669286,-75.09642435,Thefts
14.0,2024-02-01,39.96041373,-75.23384182,Thefts
19.0,2024-01-02,39.91602085,-75.17356303,Thefts
17.0,2024-04-08,,,Aggravated Assault No Firearm
11.0,2024-01-12,39.94931819,-75.16081487,Thefts
9.0,2024-01-20,39.99267708,-75.15315767,Thefts
18.0,2024-05-17,40.02914279,-75.16527331,Theft from Vehicle
8.0,2024-04-10,,,Burglary Non-Residential
8.0,2024-08-20,39.96473281,-75.1484001,Theft from Vehicle
11.0,2024-01-15,40.04992206,-75.05808869,Thefts
15.0,2024-06-13,39.94815316,-75.15700671,Thefts
18.0,2024-01-19,39.96870167,-75.13905662,Thefts
1.0,2024-07-20,40.0199267,-75.13796552,Robbery No Firearm
20.0,2024-06-10,39.94815316,-75.15700671,Thefts
16.0,2024-06-06,39.94815316,-75.15700671,Thefts
17.0,2024-03-11,39.89615969,-75.25208044,Theft from Vehicle
1.0,2024-07-08,,,Theft from Vehicle
11.0,2024-02-08,40.09391355,-74.95784307,Thefts
18.0,2024-07-02,40.05254891,-75.00530916,Thefts
8.0,2024-05-07,39.9341696,-75.22792521,Burglary Non-Residential
13.0,2024-08-01,39.92382093,-75.14059052,Thefts
20.0,2024-04-14,,,Thefts
12.0,2024-04-20,,,Thefts
10.0,2024-03-10,,,Thefts
12.0,2024-03-28,40.01363916,-75.160122,Thefts
12.0,2024-01-06,40.04943566,-75.06038434,Thefts
15.0,2024-07-26,,,Aggravated Assault No Firearm
16.0,2024-03-24,40.03138473,-75.10401805,Theft from Vehicle
15.0,2024-02-16,40.0367448,-75.06979198,Thefts
11.0,2024-05-16,39.9603203,-75.18941613,Theft from Vehicle
14.0,2024-06-14,39.91708463,-75.22918487,Robbery Firearm
20.0,2024-07-15,40.1118739,-75.02326522,Thefts
9.0,2024-02-29,39.95148354,-75.21823871,Thefts
14.0,2024-07-04,40.0281196,-75.05803478,Thefts
14.0,2024-01-01,39.88349705,-75.23237179,Thefts
21.0,2024-07-08,40.03006942,-75.05602341,Thefts
10.0,2024-05-30,,,Thefts
4.0,2024-03-08,40.00671775,-75.0948123,Robbery Firearm
5.0,2024-05-29,,,Thefts
10.0,2024-08-06,39.967737,-75.24630271,Thefts
16.0,2024-03-17,,,Thefts
6.0,2024-03-20,,,Thefts
11.0,2024-01-06,,,Thefts
12.0,2024-06-25,40.04693863,-75.06973252,Robbery Firearm
14.0,2024-02-04,39.99889213,-75.09236779,Thefts
18.0,2024-01-10,40.09690347,-74.98297351,Theft from Vehicle
9.0,2024-02-13,39.96945826,-75.15949874,Thefts
0.0,2024-06-28,40.05835181,-75.15286568,Aggravated Assault No Firearm
17.0,2024-02-13,40.08782496,-75.04464294,Thefts
23.0,2024-01-12,40.03228396,-75.08614085,Theft from Vehicle
13.0,2024-02-06,39.96136691,-75.14533147,Thefts
9.0,2024-02-12,40.01009629,-75.10861209,Theft from Vehicle
11.0,2024-01-24,39.97725765,-75.11845018,Thefts
13.0,2024-05-20,40.01258134,-75.09761455,Aggravated Assault Firearm
0.0,2024-01-23,40.08064255,-75.02847572,Robbery No Firearm
20.0,2024-02-23,,,Robbery No Firearm
16.0,2024-02-26,,,Thefts
17.0,2024-01-30,40.03807334,-75.10939842,Thefts
11.0,2024-02-28,,,Thefts
12.0,2024-01-31,40.0423645,-75.10512084,Aggravated Assault No Firearm
8.0,2024-01-29,40.05543991,-75.0907696,Thefts
20.0,2024-03-18,,,Thefts
7.0,2024-02-19,39.94693215,-75.16676269,Thefts
12.0,2024-06-23,40.07586885,-75.03307788,Thefts
12.0,2024-01-17,40.04683136,-75.07030378,Thefts
9.0,2024-01-17,39.96032837,-75.18941791,Thefts
16.0,2024-06-15,40.00963469,-75.17580691,Thefts
11.0,2024-05-20,39.95504165,-75.16813282,Thefts
9.0,2024-04-03,40.0106149,-75.16168627,Burglary Non-Residential
20.0,2024-01-30,40.03049552,-75.18115312,Thefts
11.0,2024-04-24,,,Burglary Residential
18.0,2024-06-02,40.03558068,-75.10740858,Thefts
12.0,2024-02-14,40.01224629,-75.06694066,Thefts
23.0,2024-07-25,39.92473228,-75.17011815,Thefts
12.0,2024-01-03,39.99332187,-75.14432717,Robbery No Firearm
12.0,2024-02-04,40.01224629,-75.06694066,Thefts
17.0,2024-06-21,39.94815316,-75.15700671,Thefts
15.0,2024-01-31,39.9858413,-75.15560059,Thefts
14.0,2024-06-04,40.08644586,-75.02283484,Thefts
20.0,2024-06-14,40.04176657,-75.02604116,Thefts
19.0,2024-03-21,39.95196792,-75.15604855,Thefts
13.0,2024-03-24,39.94849326,-75.16306693,Thefts
0.0,2024-06-23,39.94815316,-75.15700671,Thefts
9.0,2024-01-06,40.04427872,-75.23199262,Thefts
17.0,2024-04-19,,,Thefts
11.0,2024-03-30,39.95169423,-75.15825011,Thefts
4.0,2024-05-25,40.02258574,-75.07830472,Robbery No Firearm
12.0,2024-02-13,39.95682011,-75.21391043,Thefts
10.0,2024-01-19,40.02812769,-75.05803652,Thefts
19.0,2024-05-25,40.0805117,-75.17171572,Thefts
13.0,2024-04-29,40.01933837,-75.14953443,Thefts
17.0,2024-01-12,40.02812769,-75.05803652,Thefts
21.0,2024-03-26,39.98887829,-75.16294924,Aggravated Assault Firearm
11.0,2024-02-05,40.0827525,-75.02498382,Thefts
15.0,2024-02-29,39.94738056,-75.22888006,Thefts
11.0,2024-04-16,39.96135884,-75.1453297,Thefts
8.0,2024-08-19,39.93312875,-75.19374453,Theft from Vehicle
16.0,2024-04-24,39.99350968,-75.15082211,Theft from Vehicle
18.0,2024-07-11,40.03006942,-75.05602341,Thefts
9.0,2024-05-22,,,Thefts
8.0,2024-02-23,,,Theft from Vehicle
15.0,2024-06-19,40.03006942,-75.05602341,Thefts
17.0,2024-01-16,39.99783191,-75.08728421,Thefts
18.0,2024-01-29,39.99783191,-75.08728421,Thefts
16.0,2024-07-05,,,Theft from Vehicle
11.0,2024-03-04,39.97147633,-75.1594438,Robbery No Firearm
13.0,2024-01-18,39.98214198,-75.14697793,Thefts
13.0,2024-01-10,,,Thefts
20.0,2024-03-08,,,Thefts
15.0,2024-02-14,,,Thefts
13.0,2024-02-23,,,Thefts
19.0,2024-01-01,40.00306036,-75.1619618,Thefts
11.0,2024-01-07,40.00306036,-75.1619618,Thefts
15.0,2024-02-05,39.99913719,-75.16919739,Aggravated Assault Firearm
17.0,2024-06-07,40.00211583,-75.14409509,Thefts
18.0,2024-02-04,39.92439906,-75.14615466,Thefts
1.0,2024-06-30,39.94930459,-75.14885079,Aggravated Assault No Firearm
14.0,2024-05-09,40.0187674,-75.08428593,Theft from Vehicle
23.0,2024-06-20,39.92327508,-75.16264942,Thefts
3.0,2024-07-19,40.00799962,-75.11418987,Theft from Vehicle
11.0,2024-02-15,39.90408928,-75.16348016,Theft from Vehicle
13.0,2024-04-15,39.97173047,-75.14575535,Theft from Vehicle
2.0,2024-04-08,39.9531203,-75.1612801,Aggravated Assault No Firearm
16.0,2024-03-10,39.96750727,-75.14870639,Theft from Vehicle
20.0,2024-02-23,,,Aggravated Assault Firearm
11.0,2024-02-03,40.09391355,-74.95784307,Thefts
21.0,2024-03-28,39.92325204,-75.23841975,Thefts
11.0,2024-04-14,39.94692408,-75.16676092,Thefts
21.0,2024-07-08,39.99055697,-75.10031774,Thefts
18.0,2024-01-30,,,Thefts
10.0,2024-06-21,40.13433329,-75.00914974,Thefts
18.0,2024-02-04,39.99684308,-75.10548299,Burglary Residential
20.0,2024-04-10,39.93593708,-75.18643082,Thefts
19.0,2024-03-22,40.1252529,-75.01967002,Burglary Residential
23.0,2024-06-29,39.97622942,-75.13866493,Robbery Firearm
19.0,2024-03-11,40.05543991,-75.0907696,Thefts
9.0,2024-01-19,39.9858413,-75.15560059,Thefts
22.0,2024-01-28,40.02756073,-75.07883767,Burglary Residential
23.0,2024-02-01,39.9858413,-75.15560059,Thefts
18.0,2024-03-13,39.96544027,-75.19200677,Thefts
23.0,2024-07-09,39.96713848,-75.2162975,Thefts
2.0,2024-07-03,39.9577043,-75.24272045,Aggravated Assault No Firearm
13.0,2024-01-16,39.99748096,-75.09137108,Thefts
21.0,2024-01-08,40.10170806,-74.97929391,Aggravated Assault No Firearm
9.0,2024-04-12,,,Thefts
16.0,2024-05-09,,,Thefts
18.0,2024-04-20,,,Thefts
15.0,2024-03-05,,,Thefts
15.0,2024-05-09,,,Theft from Vehicle
10.0,2024-06-19,39.94815316,-75.15700671,Thefts
7.0,2024-05-26,39.94815316,-75.15700671,Thefts
16.0,2024-01-24,,,Theft from Vehicle
8.0,2024-07-01,39.94815316,-75.15700671,Thefts
10.0,2024-03-18,39.96040566,-75.23384003,Thefts
11.0,2024-02-15,39.91602085,-75.17356303,Thefts
12.0,2024-04-05,,,Theft from Vehicle
18.0,2024-06-21,40.0402853,-75.05737363,Thefts
19.0,2024-02-26,39.91602085,-75.17356303,Thefts
21.0,2024-05-13,40.06415355,-75.05433919,Thefts
11.0,2024-03-10,39.9858413,-75.15560059,Thefts
20.0,2024-04-20,,,Theft from Vehicle
22.0,2024-05-29,39.96700198,-75.16968195,Thefts
18.0,2024-04-26,,,Theft from Vehicle
18.0,2024-07-01,40.06415355,-75.05433919,Thefts
7.0,2024-08-16,39.96007402,-75.16285986,Thefts
12.0,2024-01-02,39.95185837,-75.16814099,Thefts
14.0,2024-05-14,39.96530509,-75.23983405,Thefts
20.0,2024-04-16,40.04499865,-75.06661917,Thefts
13.0,2024-01-12,40.02935224,-75.18890446,Theft from Vehicle
12.0,2024-02-09,40.00322266,-75.2083392,Thefts
9.0,2024-07-03,39.93284683,-75.16898281,Theft from Vehicle
10.0,2024-03-31,39.95326493,-75.16039071,Theft from Vehicle
7.0,2024-08-11,40.03012554,-75.03517224,Thefts
10.0,2024-02-24,,,Theft from Vehicle
17.0,2024-08-15,39.91180564,-75.22812707,Thefts
15.0,2024-02-14,39.94989352,-75.16671565,Thefts
16.0,2024-02-09,39.94989352,-75.16671565,Thefts
16.0,2024-05-19,40.03218474,-75.17788205,Thefts
15.0,2024-01-12,40.09293615,-75.01743275,Thefts
11.0,2024-01-13,40.09293615,-75.01743275,Thefts
15.0,2024-01-02,40.05316079,-75.05568702,Burglary Residential
17.0,2024-02-13,,,Thefts
18.0,2024-02-24,,,Robbery Firearm
1.0,2024-02-24,,,Theft from Vehicle
13.0,2024-02-21,,,Theft from Vehicle
16.0,2024-02-28,,,Theft from Vehicle
13.0,2024-02-23,,,Thefts
9.0,2024-01-06,39.97346396,-75.13763218,Theft from Vehicle
14.0,2024-02-23,39.92439906,-75.14615466,Thefts
11.0,2024-03-01,40.05770495,-75.17419124,Theft from Vehicle
16.0,2024-02-11,39.91470329,-75.18679631,Burglary Non-Residential
12.0,2024-01-12,39.94693215,-75.16676269,Thefts
13.0,2024-05-23,40.06165326,-75.05670987,Thefts
11.0,2024-05-22,39.96639322,-75.15922654,Thefts
16.0,2024-01-01,39.98367076,-75.10063677,Thefts
19.0,2024-06-16,40.06478239,-74.98491272,Thefts
10.0,2024-04-10,40.04502396,-75.14422533,Robbery No Firearm
2.0,2024-03-18,40.02258574,-75.07830472,Thefts
17.0,2024-01-23,39.92712365,-75.15570023,Thefts
15.0,2024-01-30,40.10194958,-75.00957441,Thefts
8.0,2024-01-12,40.01664009,-75.20837597,Theft from Vehicle
19.0,2024-01-04,40.02951328,-75.12053131,Aggravated Assault Firearm
17.0,2024-02-19,40.05543991,-75.0907696,Thefts
14.0,2024-02-28,40.05566112,-75.00503167,Thefts
11.0,2024-03-24,,,Thefts
16.0,2024-01-17,40.04084471,-75.2236898,Thefts
10.0,2024-01-02,39.97924468,-75.13021451,Thefts
11.0,2024-01-11,39.99644031,-75.15607059,Burglary Non-Residential
8.0,2024-01-10,39.95263048,-75.16520467,Aggravated Assault No Firearm
3.0,2024-01-21,40.05082902,-74.98685756,Thefts
0.0,2024-03-28,,,Thefts
16.0,2024-02-23,,,Thefts
9.0,2024-01-19,40.0373211,-75.04047356,Thefts
20.0,2024-06-17,39.96025954,-75.1371711,Thefts
15.0,2024-01-27,39.95197599,-75.15605032,Thefts
18.0,2024-04-02,39.94216271,-75.15394545,Aggravated Assault No Firearm
21.0,2024-02-27,40.07386775,-75.16089391,Thefts
18.0,2024-06-17,39.93933187,-75.21751102,Theft from Vehicle
0.0,2024-04-16,39.94975801,-75.22919337,Aggravated Assault Firearm
20.0,2024-03-09,40.00798366,-75.20573075,Theft from Vehicle
9.0,2024-03-25,40.00021233,-75.15271166,Robbery Firearm
19.0,2024-08-18,40.04629553,-75.07037298,Thefts
20.0,2024-01-07,39.96654551,-75.2327576,Thefts
9.0,2024-01-11,40.02869993,-75.13676675,Thefts
11.0,2024-05-12,,,Theft from Vehicle
17.0,2024-03-28,40.03940218,-75.0328562,Thefts
7.0,2024-03-29,40.03940218,-75.0328562,Thefts
15.0,2024-04-01,39.92048164,-75.21115608,Aggravated Assault No Firearm
12.0,2024-05-31,39.99949194,-75.11425969,Thefts
12.0,2024-06-26,39.97767751,-75.22203135,Thefts
22.0,2024-05-16,39.97395055,-75.14137064,Thefts
0.0,2024-03-20,,,Thefts
11.0,2024-03-10,39.96701005,-75.16968373,Thefts
16.0,2024-05-09,,,Theft from Vehicle
16.0,2024-05-10,,,Theft from Vehicle
13.0,2024-02-22,39.96701005,-75.16968373,Thefts
12.0,2024-06-02,39.96700198,-75.16968195,Thefts
15.0,2024-05-19,39.92568299,-75.14307766,Thefts
16.0,2024-05-07,40.04566328,-75.23201418,Thefts
10.0,2024-01-23,39.95329401,-75.14045788,Burglary Non-Residential
2.0,2024-03-11,39.98680071,-75.18103186,Thefts
20.0,2024-06-03,40.03218474,-75.17788205,Thefts
8.0,2024-06-06,40.03218474,-75.17788205,Thefts
15.0,2024-02-20,40.03675288,-75.06979373,Thefts
7.0,2024-02-18,39.953273,-75.16039248,Theft from Vehicle
19.0,2024-04-05,,,Thefts
8.0,2024-03-26,39.94931013,-75.1608131,Thefts
16.0,2024-02-09,40.04788372,-75.05246793,Theft from Vehicle
9.0,2024-02-15,39.92185621,-75.23021771,Theft from Vehicle
8.0,2024-05-02,40.01388706,-75.15378367,Thefts
17.0,2024-05-20,40.01458025,-75.15261799,Theft from Vehicle
11.0,2024-03-29,39.97377511,-75.13522177,Thefts
11.0,2024-02-06,40.10642377,-75.0246925,Aggravated Assault No Firearm
3.0,2024-07-28,39.92645314,-75.23310079,Thefts
7.0,2024-06-01,40.06415355,-75.05433919,Thefts
18.0,2024-03-13,39.99569652,-75.18408108,Thefts
4.0,2024-03-11,,,Theft from Vehicle
7.0,2024-02-09,40.05543991,-75.0907696,Thefts
22.0,2024-02-10,39.92328314,-75.16265119,Thefts
9.0,2024-01-01,40.01437089,-75.08464035,Thefts
11.0,2024-01-31,39.92425122,-75.17535496,Burglary Non-Residential
12.0,2024-03-27,,,Theft from Vehicle
15.0,2024-06-02,,,Theft from Vehicle
8.0,2024-04-10,40.0402853,-75.05737363,Thefts
11.0,2024-01-10,40.07248115,-75.19443041,Thefts
14.0,2024-06-28,39.95105377,-75.16777054,Thefts
10.0,2024-02-21,40.03089786,-75.13706624,Aggravated Assault Firearm
21.0,2024-02-27,40.09690347,-74.98297351,Burglary Residential
16.0,2024-06-14,39.95053295,-75.17381371,Thefts
17.0,2024-01-13,40.10063243,-75.02652607,Thefts
12.0,2024-04-28,39.98983507,-75.10386349,Thefts
11.0,2024-04-19,39.95185031,-75.16813922,Thefts
23.0,2024-03-15,40.04210924,-75.06856026,Robbery Firearm
17.0,2024-01-27,40.04278413,-75.17989159,Thefts
13.0,2024-01-12,39.95731041,-75.15361785,Thefts
11.0,2024-08-13,39.98652207,-75.16411392,Thefts
0.0,2024-02-06,39.90859017,-75.22427133,Theft from Vehicle
22.0,2024-02-04,39.96246147,-75.15455216,Aggravated Assault No Firearm
23.0,2024-02-17,39.94909751,-75.16491046,Thefts
12.0,2024-05-22,39.92221309,-75.22950817,Theft from Vehicle
14.0,2024-06-23,39.95581521,-75.22574629,Thefts
7.0,2024-01-24,39.91955466,-75.18639521,Thefts
8.0,2024-01-03,39.99504182,-75.18644624,Burglary Residential
12.0,2024-01-02,39.97263014,-75.2227242,Aggravated Assault No Firearm
22.0,2024-03-31,40.0367448,-75.06979198,Thefts
18.0,2024-01-22,39.92130083,-75.23707641,Aggravated Assault Firearm
23.0,2024-05-10,39.94908945,-75.16490869,Aggravated Assault No Firearm
20.0,2024-03-18,39.92130509,-75.14572911,Thefts
13.0,2024-05-24,39.91279389,-75.23339827,Thefts
11.0,2024-01-01,40.0221048,-75.13393479,Burglary Non-Residential
15.0,2024-07-06,39.95906061,-75.1498514,Burglary Non-Residential
8.0,2024-03-18,40.011857,-75.15889068,Theft from Vehicle
10.0,2024-02-26,,,Aggravated Assault No Firearm
17.0,2024-03-12,40.03343967,-75.21541577,Thefts
13.0,2024-05-12,39.98833973,-75.16922496,Thefts
13.0,2024-05-18,40.08781686,-75.0446412,Thefts
19.0,2024-03-13,40.05555537,-75.04919712,Thefts
14.0,2024-01-30,,,Thefts
21.0,2024-02-09,40.03198945,-75.08491808,Thefts
23.0,2024-02-05,39.9238066,-75.23109926,Thefts
14.0,2024-07-01,40.06478239,-74.98491272,Thefts
15.0,2024-04-20,,,Burglary Residential
9.0,2024-02-09,40.06214921,-74.98889508,Theft from Vehicle
14.0,2024-03-29,39.92788214,-75.23058584,Theft from Vehicle
10.0,2024-01-10,39.99199193,-75.2375845,Thefts
9.0,2024-04-03,40.0106149,-75.16168627,Burglary Non-Residential
17.0,2024-01-14,39.92241537,-75.22771441,Burglary Residential
19.0,2024-01-10,40.03326695,-75.17786674,Thefts
18.0,2024-03-07,39.96026277,-75.1509052,Thefts
10.0,2024-03-21,39.9256831,-75.18961037,Thefts
13.0,2024-02-13,39.9270224,-75.14400603,Theft from Vehicle
9.0,2024-02-17,39.94153949,-75.14572987,Aggravated Assault No Firearm
12.0,2024-03-13,39.92158035,-75.14838016,Thefts
17.0,2024-01-15,40.08401141,-74.96572519,Thefts
17.0,2024-03-25,40.08889477,-74.96957481,Thefts
19.0,2024-02-06,40.0924427,-75.0312206,Thefts
10.0,2024-02-28,40.02142163,-75.14335655,Robbery Firearm
23.0,2024-02-16,39.93198795,-75.21574293,Aggravated Assault No Firearm
9.0,2024-02-24,39.98570538,-75.08593878,Thefts
16.0,2024-01-02,39.95049938,-75.19256183,Thefts
11.0,2024-05-07,40.01348777,-75.0612503,Theft from Vehicle
12.0,2024-06-13,40.01508625,-75.13554279,Theft from Vehicle
9.0,2024-07-23,39.95313836,-75.15903673,Thefts
8.0,2024-04-15,39.95252343,-75.16160526,Theft from Vehicle
2.0,2024-02-06,39.95371024,-75.17106508,Thefts
0.0,2024-01-31,39.95257412,-75.16054746,Thefts
19.0,2024-03-02,40.01850729,-75.21435386,Thefts
9.0,2024-07-11,40.06035247,-75.04489647,Thefts
8.0,2024-05-06,40.02037376,-75.13401625,Thefts
21.0,2024-01-24,40.03229139,-75.01988128,Aggravated Assault No Firearm
15.0,2024-07-24,39.94774168,-75.15116387,Thefts
